Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
Male,Winter,Blue,Round Glasses,,,Mohawk (Base),Lollipop,Steel Stud,,Anger,Spaceship,Floating or Flying,Side To Side
Male,Sandy,Green,Speed Glasses,Voxel Rabbit Singlet,Bowtie (Black),,,,Bit Ear,Blank + Wink,FTW (F*ck The War),Beyond the Gates,Bob
Female,Camo,Cat (Blue),,Puffer Vest,FLUF Logo Chain,Afro (Base),Pacifier,,,Mouth Open (Middle),Lambo,Latin Fiesta,Side Nod
Male,Hawk,Blast,,Red Balloon Singlet,,,Lollipop,Steel Ring,Steel Rings & Studs,Mouth Open (Left),ASTO Discovery Portal,Floating or Flying,Side Nod
Female,Winter,Heart (Red),Fake Eyelashes,,Lei,Propeller Hat,Lollipop,,Bit Ear,Mouth Open (Left),Dunes,Ear Wobbler,Big Nod
Female,Peppermint,Reptile (White),Fake Eyelashes,Dress,,,Lollipop,,Steel Studs,Mouth Open (Left),Beach,Hop On By,Round
Male,Sandy,Thirties,,Voxel Rabbit Singlet,Collar (Black),FLUF Cap,Lollipop,Steel Ring,FLUF Tag,Mouth Open (Left),After Party,Let The Story Begin,Groove
Male,Sky,Red,,Yellow Rabbit Singlet,Collar (Black),Bandana,Party Horn,Bloody,Santa Hat,Mouth Open (Left),Heaven,Eating Carrots in the Dark,Groove
Male,Cheetah,Red,,,Gold Chain,Pirate Hat,Medical Mask,,Gold Rings,Blank,Mansion,Hop On By,Side To Side
Male,Raspberry Ripple,Cat (Brown),,Puffer Jacket,,Mohawk (Base),Cigar,,Steel Studs,Mouth Open (Right),Heaven,All I Need,Subtle Nod
Male,Sandy,Blast,,Leather Vest,Bone Necklace,FLUF Cap,Whistle,Gold Stud,,Mouth Open (Middle),Beach,Ear Wobbler,Big Nod
Male,Black & White,Heart (Blue),Star Glasses,High Vis Vest,,,Tongue Out,Clown Nose,,Smile,Pre-Game,Let The Story Begin,Big Nod
Male,Tiger,Cat (Blue),Star Glasses,Digital Camo Singlet,Bowtie (Black),,,,Gold Studs,Blank,Dunes,Eating Carrots in the Dark,Groove
Male,Orange,Reptile (White),Dive Goggles,,Dog Tags,,Carrot,Steel Ring,Steel Rings,Mouth Open (Right) + Wink,Lambo,I Like to Party,Side To Side
Male,Sky,Green (Dilated),,Red Balloon Singlet,Collar (Pink),Cowboy Hat,Cigar,Steel Ring,,Mouth Open (Right),Thank You For Having Us,I Love FLUF,Round
Male,Raspberry Ripple,Blue,,High Vis Vest,Bowtie (Gold),Cowboy Hat,,Steel Stud,,Blank,Mansion,Disco Rabbit,Big Nod
Female,Sandy,Fire,Designer Glasses,,Collar (Pink),,Cigarette,Steel Stud,,Mouth Open (Right),Beach,Hop On By,Round
Female,Grey,Glowing Red,Speed Glasses,Boob Tube,,Tuft (Blonde),,,Gold Studs,Smile,Apocalypse,I Love FLUF,Round
Male,Brown,Cat (Blue),,,,Mohawk (Base),Pacifier,Steel Ring,,Mouth Open (Middle),Lambo,What the FLUF,Side To Side
Male,Sky,Hypnotic,,,Collar (Black),FLUF Cap,,Bone,,Blank,Spaceship,Hop With Me,Groove
Female,Smoothie,Brown,Sunglasses,Pink Jacket,Bone Necklace,Mullet (Black),Lip Piercings,,,Smile,Mansion,Space Fluffle,Side To Side
Female,Pheonix,Green,Sunglasses,Puffer Jacket,Bowtie (Red),Tuft (Base),Lollipop,Bull Ring,Bandaged,Anger,Pass,Desert Digging,Round
Male,Winter,Brown,Heart Glasses,,Collar (Black),Pirate Hat,Lollipop,,Steel Rings & Studs,Anger,Mansion,Run Rabbit,Subtle Nod
Male,Red,Red,Shutter Glasses,Leather Vest,Collar (Pink),Beanie,Pacifier,Bloody,Bit Ear,Mouth Open (Middle) + Wink,Mystic Valley,What the FLUF,Side To Side
Male,Parrot,Fire,Star Glasses,Pink Jacket,,,Tongue Out,Bull Ring,Gold Rings,Smile,Markets,FLUF You Up,Big Nod
Female,Winter,Heart (Blue),,,Collar (Black),Tuft (Base),,Steel Ring,Gold Studs,Grin,Lambo,Rabbiton,Subtle Nod
Female,Parrot,Green,Sunglasses,Digital Camo Singlet,,Birthday Hat,,,Steel Studs,Smile + Wink,Spaceship,Disco Rabbit,Side Nod
Male,Brown,Purple,,Dress,,Tennis Hat,,Bone,Steel Rings,Anger,Lambo,I Like to Party,Side To Side
Male,Guernica,Green,Star Glasses,Yellow Rabbit Singlet,,Mullet (Black),,,,Blank,Mansion,Coffee and Carrots,Side To Side
Female,Camo,Green (Dilated),Designer Glasses,Kimono,Collar (Pink),Beer Hat,,,Gold Studs,Blank + Wink,Backalley,Latin Fiesta,Groove
Male,Sky,Heart (Blue),,Voxel Rabbit Singlet,Bowtie (Black),,Whistle,,Steel Rings,Mouth Open (Middle),Swamp,Reggae Rabbits,Bob
Male,Black & White,Heart (Blue),,,Dog Tags,Conical Hat,,Bone,Steel Rings & Studs,Smile + Wink,FTW (F*ck The War),Lucky Foot,Round
Male,Peppermint,Green,Eye Patch,White Singlet,Bowtie (Gold),,Whistle,Steel Stud,,Mouth Open (Middle),Heaven,Electric Carrots,Side Nod
Female,Guernica,Purple Rings,,,Tie,Tuft (Blonde),,Diamond Stud,,Smile,Garden,Follow You,Side Nod
Male,Sandy,Brown,Shutter Glasses,,Bowtie (Red),Tuft (Black),Cigarette,,Bandaged,Mouth Open (Right) + Wink,FTW (F*ck The War),Space Fluffle,Big Nod
Female,Sandy,Fire,,,Bowtie (Red),Mullet (Black),,Steel Stud,,Smile + Wink,Spaceship,Disco Rabbit,Side Nod
Male,Black & White,Blue,Sunglasses,High Vis Vest,Bone Necklace,Mullet (Orange),Pipe,Steel Stud,Bandaged,Mouth Open (Right) + Wink,Backalley,What the FLUF,Round
Male,Winter,Xs,Cyberpunk Glasses,High Vis Vest,Bowtie (Red),Pirate Hat,Pacifier,Diamond Stud,Steel Studs,Mouth Open (Middle),Gallery,I Like to Party,Round
Male,Red,Blue,Aviators,Flannel Jacket,Bowtie (Red),,Lollipop,Steel Ring,Gold Studs,Anger,Star Explorer,Let It Go,Side Nod
Female,Raspberry Ripple,Red,,High Vis Vest,,Flower Crown,Cigarette,Steel Ring,,Mouth Open (Right) + Wink,Dunes,NFT (Instrumental),Side To Side
Male,Honeycomb,Heart (Blue),,Sign My Carrot Singlet,Gold Dollar Chain,,,Steel Stud,,Smile,FTW (F*ck The War),What the FLUF,Side Nod
Female,Grey,Green,Neon Glasses,,,Pirate Hat,,Bull Ring,,Blank,FTW (F*ck The War),L.O.V.E.,Subtle Nod
Female,Grey,Green,Neon Glasses,Kimono,,,Joint,Steel Stud,,Mouth Open (Right),Swamp,Beyond the Gates,Side To Side
Male,Black & White,Green,Shutter Glasses,,FLUF Logo Chain,Tuft (Blonde),Joint,Bull Ring,Red Ribbon,Mouth Open (Right) + Wink,Markets,Floating or Flying,Subtle Nod
Male,Bully,Reptile (Cream),,Voxel Rabbit Singlet,,Afro (Ginger),,,Gold Studs,Blank,Pass,Stardust,Side To Side
Male,Sky,Hypnotic,,Kimono,Tie,Mohawk (Base),Tongue Out,,Steel Rings & Studs,Smile,Mystic Valley,Run Rabbit,Round
Female,Grey,Blue,Deal With It Glasses,Boob Tube,Collar (Pink),,,Bull Ring,Steel Rings & Studs,Smile,Beach,Reggae Rabbits,Side To Side
Male,Sandy,Blue,Safety Glasses,,,Flower Crown,Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Dunes,Desert Digging,Subtle Nod
Male,Orange,Cat (Brown),,,Headphones,Sun Visor,Carrot,,,Mouth Open (Right) + Wink,Dunes,I Like to Party,Side To Side
Male,Zombie (Grey),Dead,,,FLUF Logo Chain,Devil Horns,Whistle,,Steel Rings & Studs,Mouth Open (Middle),The Front,Rabbiton,Round
Male,Grey,Purple Rings,,,FLUF Logo Chain,Afro (Black),Cigarette,Steel Ring,,Mouth Open (Right),Garden,Disco Rabbit,Big Nod
Male,Orange,Brown,Sunglasses,Pink Jacket,,Sun Visor,,Bone,Steel Rings & Studs,Blank,Pass,Back in the Burrow,Groove
Male,Winter,Red,,Pink Jacket,Bowtie (Gold),Birthday Hat,Whistle,Gold Ring,Santa Hat,Mouth Open (Middle) + Wink,Heaven,Coffee and Carrots,Side To Side
Male,Zebra,Blue,Round Glasses,Puffer Vest,FLUF Logo Chain,Mohawk (Red),Cigar,,,Mouth Open (Right),Lambo,Run Rabbit,Side Nod
Female,Candy Floss,Green,Designer Glasses,,Glowstick Necklace,,Joint,Steel Stud,,Mouth Open (Right) + Wink,FLUF Haus Miami 2021,Reggae Rabbits,Groove
Male,Ice Cream,Brown,Speed Glasses,,,Mullet (Black),Whistle,,Steel Rings,Mouth Open (Middle),Tiki,Reggae Rabbits,Big Nod
Female,Smoothie,Green,Steampunk Goggles,,VIP lanyard,,Carrot,,Steel Studs,Mouth Open (Right),Lambo,Beyond the Gates,Bob
Female,Winter,Brown,,,Greenstone,Afro (Base),Joint,,,Mouth Open (Right),Mansion,Hop On By,Side To Side
Male,Red,Red (Dilated),,,VIP lanyard,,,Diamond Stud,Red Ribbon,Blank,Gallery,FLUF You Up,Side To Side
Male,Grey,Fire,,Leather Vest,Bowtie (Gold),Sombrero,Joint,Bone,,Mouth Open (Right),Dunes,Ear Wobbler,Big Nod
Male,Cheetah,Brown,,,FLUF Logo Chain,Army Helmet,Lip Piercings,Bull Ring,,Smile,Thank You For Having Us,Electric Carrots,Side To Side
Female,Bully,Green,Neon Glasses,High Vis Vest,,Propeller Hat,Joint,Steel Ring,Gold Studs,Mouth Open (Right) + Wink,The Front,Messiah,Round
Male,Red,Brown,,Flannel Jacket,Bowtie (Gold),,Medical Mask,,Bandaged,Blank,Forest,Hop On By,Big Nod
Male,Moody Blue,Green (Dilated),,Kimono,Bowtie (Gold),,Pacifier,Gold Ring,Gold Rings & Studs,Mouth Open (Middle),Mansion,Eating Carrots in the Dark,Groove
Male,Grey,Blue,Deal With It Glasses,White Singlet,,Afro (Ginger),Cigarette,,Gold Studs,Mouth Open (Right),Lambo,Rabbiton,Groove
Male,Sky,Reptile (Cream),,,Bone Necklace,Conical Hat,Whistle,,FLUF Tag,Mouth Open (Middle),Garden,Floating or Flying,Side Nod
Male,Honeycomb,Brown,,Digital Camo Singlet,Headphones,Afro (Base),Whistle,Bone,,Mouth Open (Middle),Heaven,Reggae Rabbits,Groove
Male,Tiger,Cat (Brown),,,,Mohawk (Red),Mooncrust Pizza,,,Mouth Open (Middle) + Wink,Lambo,Back in the Burrow,Subtle Nod
Female,Candy Floss,Green (Dilated),Fake Eyelashes,Pink Jacket,,Tennis Hat,Cigar,Bull Ring,Diamond Studs,Mouth Open (Right),FLUF Haus Miami 2021,FLUF Ocean,Side To Side
Male,Darkness,Dead,Bug Eye Glasses,Boob Tube,Gold Chain,,Lollipop,Steel Stud,FLUF Tag,Mouth Open (Left),Tiki,Hop With Me,Round
Male,Zombie (Red),Dead,,,FLUF Logo Chain,Cowboy Hat,Mooncrust Pizza,,Steel Rings,Mouth Open (Middle) + Wink,Swamp,Ear Wobbler,Subtle Nod
Female,Brown,Green (Dilated),,Voxel Rabbit Singlet,,Mohawk (Base),Pipe,,Gold Studs,Mouth Open (Right),Markets,Electric Carrots,Groove
Male,Sandy,Yellow,,,Collar (Black),,,Gold Ring,Bit Ear,Blank,Backalley,Dubhop,Groove
Male,Black & White,Blue,Bug Eye Glasses,,Bone Necklace,Bandana,,Bull Ring,Steel Rings,Blank,Gallery,What the FLUF,Side Nod
Male,Black & White,Hypnotic,Star Glasses,FLUF Jacket,Bowtie (Red),Birthday Hat,Joint,Steel Ring,Gold Bows,Mouth Open (Right) + Wink,FLUF Haus Miami 2021,L.O.V.E.,Subtle Nod
Female,Winter,Green,Steampunk Goggles,Boob Tube,Lei,,Pacifier,Diamond Stud,Gold Studs,Mouth Open (Middle),Fluf Haus LA 2022,Disco Rabbit,Big Nod
Male,Grey,Brown,,,Collar (Black),FLUF Cap,Cigarette,Gold Stud,Gold Rings,Mouth Open (Right) + Wink,Tiki,Back in the Burrow,Bob
Male,Moody Blue,Brown,Round Glasses,Flannel Jacket,,Propeller Hat,Lollipop,Steel Ring,Steel Studs,Anger,Markets,Dubhop,Bob
Male,Cow,Blue,Neon Glasses,Kimono,,Conical Hat,,,Steel Rings,Blank,Backalley,Shadows,Groove
Male,Brown,Green,Eye Patch,Camo Jacket,,Army Helmet,Joint,Gold Stud,Steel Studs,Mouth Open (Right),The Front,Disco Rabbit,Big Nod
Male,Sandy,Brown,,Red Balloon Singlet,Greenstone,Afro (Black),,,Steel Rings,Grin,Garden,Back in the Burrow,Round
Female,Peppermint,Dollars,,,VIP lanyard,Bandana,,Steel Ring,,Smile,Markets,Desert Digging,Big Nod
Male,Hirst,Cat (Blue),,,VIP lanyard,Sun Visor,Joint,,Gold Rings,Mouth Open (Right),Mystic Valley,Hop On By,Side Nod
Female,Smoothie,Scribble,Fake Eyelashes,Boob Tube,Collar (Pink),Sombrero,Pacifier,Bull Ring,,Mouth Open (Middle),Markets,Follow You,Round
Male,Zebra,Purple Rings,Dive Goggles,Sign My Carrot Singlet,Bowtie (Black),Mohawk (Base),Whistle,,Gold Rings & Studs,Mouth Open (Middle),Heaven,Coffee and Carrots,Groove
Male,Sandy,Purple,,,Glowstick Necklace,Mohawk (Black),Joint,Bull Ring,Santa Hat,Mouth Open (Right),Beach,Floating or Flying,Side Nod
Male,Brown,Brown,,,Glowstick Necklace,Beanie,Lipstick,,Steel Studs,Blank,Beach,Follow You,Round
Male,Orange,Portal,,Yellow Rabbit Singlet,Greenstone,,Lollipop,Bull Ring,,Mouth Open (Left),Beach,Follow You,Groove
Male,Sandy,Mandala,,Tie Dye Singlet,Bowtie (Red),,,,FLUF Tag,Grin,The Front,Ear Wobbler,Bob
Female,Brown,Hypnotic,,,Collar (Pink),Cowboy Hat,,Steel Stud,Gold Rings & Studs,Blank,Thank You For Having Us,Hop With Me,Round
Male,Pheonix,Reptile (Yellow),,,,Afro (Base),Joint,Gold Stud,,Mouth Open (Right) + Wink,Mansion,Disco Rabbit,Round
Male,Brown,Purple,,Flannel Jacket,VIP lanyard,Halo,Lollipop,Diamond Stud,,Mouth Open (Left),The Front,All I Need,Groove
Female,Cheetah,Yellow,,FLUF Jacket,Bowtie (Black),,Party Horn,Bull Ring,Gold Bows,Mouth Open (Left),Beach,I Like to Party,Side Nod
Male,Bully,Blue,Dive Goggles,Gold Jacket,Bowtie (Gold),Beanie,Lollipop,,Steel Rings,Anger,Backalley,Lucky Foot,Subtle Nod
Male,Moody Blue,Cat (Brown),,Sign My Carrot Singlet,,Halo,Joint,Clown Nose,,Mouth Open (Right),Garden,Dubhop,Round
Male,Darkness,Scribble,,,Bone Necklace,,,Steel Stud,Red Ribbon,Smile,Beach,Floating or Flying,Big Nod
Female,Sandy,Blue,Heart Glasses,FLUF Jacket,,Afro (Black),,Gold Stud,Steel Studs,Grin,Gallery,Floating or Flying,Groove
Male,Cheetah,Scribble,,Digital Camo Singlet,Dog Tags,Halo,Party Horn,,,Mouth Open (Left),Heaven,Lucky Foot,Big Nod
Male,Grey,Blue,Heart Glasses,FLUF Jacket,,Conical Hat,,Diamond Stud,,Blank,Swamp,L.O.V.E.,Bob
Male,Winter,Xs,,,Tie,Gold Cap,,Bone,Steel Rings,Grin,Backalley,I Like to Party,Round
Female,Sandy,Xs,,Flannel Jacket,Bowtie (Black),,Whistle,,Gold Rings,Mouth Open (Middle),Pass,Ear Wobbler,Round
Male,Sandy,Green,Safety Glasses,Gold Jacket,,Pirate Hat,Cigar,,,Mouth Open (Right),Spaceship,FLUF You Up,Side To Side
Male,Zombie (Red),Inverted,,,Gold Chain,Devil Horns,,Gold Ring,Gold Bows,Blank,Heaven,Follow You,Groove
Female,Tie Dye,Red,,Dress,Lei,Cowboy Hat,,Gold Stud,Gold Studs,Smile + Wink,Pass,Coffee and Carrots,Big Nod
Male,Cow,Scribble,,Voxel Rabbit Singlet,,Flower Crown,Carrot,Bone,Steel Rings,Mouth Open (Right) + Wink,Garden,Disco Rabbit,Side To Side
Male,Moody Blue,Green,,,,Birthday Hat,Pipe,Steel Ring,Steel Rings,Mouth Open (Right) + Wink,Beach,Follow You,Round
Male,Sandy,Cat (Brown),,High Vis Vest,Bowtie (Black),Birthday Hat,Party Horn,Gold Stud,Steel Rings & Studs,Anger,Heaven,Reggae Rabbits,Bob
Male,Red,Reptile (Yellow),Eye Patch,High Vis Vest,Tie,Sun Visor,Pipe,,,Mouth Open (Right),Dunes,Coffee and Carrots,Groove
Female,Zombie (Grey),Demon,,,Collar (Black),Tuft (Black),Pipe,,Gold Rings,Mouth Open (Right),Tiki,Rabbiton,Groove
Male,Tiger,Green,Bug Eye Glasses,,Collar (Black),Tuft (Black),,Clown Nose,Steel Rings,Anger,The Front,What the FLUF,Groove
Female,Orange,Heart (Blue),,Gold Jacket,,Flower Crown,Carrot,Steel Stud,Gold Rings,Mouth Open (Right),Heaven,Run Rabbit,Side Nod
Female,Cow,Xs,,,Bone Necklace,Pirate Hat,,Steel Stud,,Grin,The Front,Ear Wobbler,Groove
Female,Orange,Glowing White,,,Bowtie (Gold),Tuft (Base),Lollipop,Clown Nose,Steel Studs,Mouth Open (Left),Tiki,Dubhop,Round
Female,Sandy,Fire,,Kimono,Collar (Black),Afro (Base),Carrot,,Steel Rings,Mouth Open (Right) + Wink,Tiki,Back in the Burrow,Bob
Male,Brown,Yellow,,Flannel Jacket,VIP lanyard,Sombrero,,Bull Ring,,Blank,FLUF Haus Miami 2021,Beyond the Gates,Round
Male,Retro,Xs,Star Glasses,White Singlet,,Tuft (Base),Cigar,,Gold Rings,Mouth Open (Right),FLUF Haus Miami 2021,NFT (Instrumental),Bob
Male,Sandy,Blast,,,Bowtie (Black),Sun Visor,Medical Mask,,,Blank,Dunes,FLUF You Up,Round
Male,Red,Cat (Brown),,,VIP lanyard,Holographic Cap,Lipstick,Clown Nose,,Blank,Star Explorer,Space Fluffle,Groove
Male,Cow,Heart (Blue),,Puffer Vest,,Conical Hat,,,Diamond Cross Earring,Blank,Beach,Follow You,Side To Side
Male,Sandy,Mandala,,FLUF Jacket,Dog Tags,,Joint,Steel Ring,,Mouth Open (Right),After Party,I Like to Party,Side Nod
Male,Sandy,Green,Bug Eye Glasses,Voxel Rabbit Singlet,Bowtie (Gold),Afro (Base),Party Horn,Steel Ring,,Anger,Beach,Run Rabbit,Big Nod
Female,Cow,Brown,Round Glasses,Boob Tube,Bowtie (Red),Birthday Hat,Pacifier,Clown Nose,,Mouth Open (Middle),Dunes,FLUF You Up,Round
Female,Sandy,Cat (Blue),Shutter Glasses,Boob Tube,Collar (Pink),Tuft (Blonde),Pacifier,Steel Stud,Gold Bows,Mouth Open (Middle) + Wink,Backalley,Follow You,Groove
Male,Black & White,Heart (Red),,Puffer Vest,FLUF Logo Chain,,,Clown Nose,Steel Rings,Blank,Mansion,Hop With Me,Groove
Female,Tie Dye,Scribble,,Leather Vest,,Devil Horns,Medical Mask,,Steel Rings,Blank,Garden,Disco Rabbit,Big Nod
Male,Sky,Brown,Sunglasses,,Bowtie (Red),Cowboy Hat,Cigarette,Gold Ring,,Mouth Open (Right),Pass,Eating Carrots in the Dark,Side To Side
Female,Sandy,Green,Neon Glasses,Sign My Carrot Singlet,Collar (Pink),Cowboy Hat,Cigar,,,Mouth Open (Right) + Wink,FTW (F*ck The War),Floating or Flying,Side To Side
Female,Cheetah,Heart (Red),Fake Eyelashes,Dress,Collar (Black),,,Bone,Steel Studs,Blank,Dunes,Hop With Me,Round
Male,Sandy,Yellow,Shutter Glasses,Leather Vest,,Mohawk (Base),,Clown Nose,Red Ribbon,Anger,Dunes,Hop With Me,Big Nod
Male,Red,Blue,Speed Glasses,Leather Vest,,Pirate Hat,,Gold Stud,Steel Rings,Sad,FTW (F*ck The War),Space Fluffle,Side Nod
Female,Winter,Brown,Round Glasses,Leather Vest,,,Pacifier,Gold Stud,Diamond Studs,Mouth Open (Middle),Markets,I Like to Party,Groove
Male,Black & White,Blue,Designer Glasses,,Bowtie (Black),Tuft (Blonde),Cigar,Steel Stud,Gold Rings,Mouth Open (Right),Garden,I Like to Party,Side To Side
Female,Ice Cream,Green,Neon Glasses,Pink Jacket,Bowtie (Black),,Cigarette,Bone,Steel Rings & Studs,Mouth Open (Right),Mansion,Run Rabbit,Side Nod
Male,Sandy,Green,Star Glasses,,Lei,Afro (Base),,Clown Nose,,Blank,Backalley,Space Fluffle,Subtle Nod
Male,Marshmellow,Green,Deal With It Glasses,,Headphones,,,Steel Stud,Gold Bows,Blank,After Party,NFT (Instrumental),Side To Side
Female,Darkness,Demon,Bug Eye Glasses,Gold Jacket,Peace Necklace,Beanie,,,Gold Studs,Smile,Lambo,Ear Wobbler,Side Nod
Male,Tiger,Blue,Aviators,Boob Tube,Glowstick Necklace,,Joint,,Steel Studs,Mouth Open (Right),Dunes,Dubhop,Big Nod
Male,Pheonix,Cat (Brown),Star Glasses,FLUF Jacket,,,Carrot,Steel Stud,Steel Rings,Mouth Open (Right),Pass,I Like to Party,Big Nod
Male,Parrot,Green,Sunglasses,Flannel Jacket,,Army Helmet,Lollipop,,Steel Studs,Anger,FTW (F*ck The War),FLUF You Up,Groove
Male,Bully,Red (Dilated),,Boob Tube,Greenstone,Cowboy Hat,,Steel Ring,Steel Studs,Blank,Pass,Electric Carrots,Round
Female,Sky,Blast,,Voxel Rabbit Singlet,Peace Necklace,Tuft (Base),Lipstick,Bull Ring,Steel Studs,Blank,Gallery,Ear Wobbler,Side To Side
Male,Sandy,Blue,Heart Glasses,Flannel Jacket,Bone Necklace,,,Diamond Stud,FLUF Tag,Blank,Markets,Rabbiton,Side To Side
Male,Candy Floss,Yellow,Fake Eyelashes,,,Army Helmet,Cigarette,Bull Ring,,Mouth Open (Right),The Front,Follow You,Groove
Male,Camo,Cat (Blue),,,Bone Necklace,Conical Hat,,Gold Stud,Bit Ear,Blank,Pass,Coffee and Carrots,Round
Female,Brown,Xs,,Tie Dye Singlet,Peace Necklace,,,Steel Stud,,Blank,Lambo,Hop On By,Side Nod
Male,Orange,Green,Aviators,,Bowtie (Gold),Mullet (Base),Carrot,Diamond Stud,Gold Bows,Mouth Open (Right),After Party,Follow You,Round
Male,Pheonix,Green,Aviators,High Vis Vest,Tie,,Whistle,Clown Nose,Gold Studs,Mouth Open (Middle),Mansion,Electric Carrots,Subtle Nod
Male,Highlighter,Blue,Speed Glasses,,,,Joint,,Steel Studs,Mouth Open (Right),Garden,Electric Carrots,Round
Male,Sky,Green,Aviators,,,Beanie,Tongue Out,Bloody,,Grin,After Party,What the FLUF,Subtle Nod
Male,Marshmellow,Scribble,,,Collar (Black),Birthday Hat,Carrot,Bull Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Thank You For Having Us,Hop With Me,Bob
Female,Tie Dye,Reptile (White),Designer Glasses,,,Propeller Hat,Whistle,Steel Stud,,Mouth Open (Middle),Tiki,Electric Carrots,Side To Side
Male,Raspberry Ripple,Purple,,,Glowstick Necklace,Sombrero,,Gold Ring,Steel Rings & Studs,Smile,Party House,Rabbiton,Groove
Male,Honeycomb,Cat (Blue),,Leather Vest,Gold Chain,Gold Cap,,Clown Nose,Gold Rings,Blank,Gallery,What the FLUF,Side Nod
Female,Orange,Blue,,,,Pirate Hat,Mooncrust Pizza,Gold Stud,,Mouth Open (Middle) + Wink,Star Explorer,Beyond the Gates,Round
Male,Grey,Green (Dilated),,,Tie,,Carrot,,Steel Rings & Studs,Mouth Open (Right),Thank You For Having Us,Back in the Burrow,Side To Side
Male,Peppermint,Heart (Blue),,Leather Vest,,Mullet (Base),Party Horn,Diamond Stud,,Mouth Open (Left) + Wink,Swamp,Run Rabbit,Side Nod
Female,Candy Floss,Brown,,Gold Jacket,,,,,Gold Rings,Smile + Wink,Swamp,Rabbiton,Bob
Male,Grey,Blue,Aviators,Red Balloon Singlet,,,Pipe,Steel Ring,,Mouth Open (Right) + Wink,Spaceship,Reggae Rabbits,Round
Male,Brown,Brown,Aviators,Digital Camo Singlet,,Pirate Hat,Joint,Gold Stud,Steel Rings & Studs,Mouth Open (Right),Pass,Floating or Flying,Side Nod
Male,Grey,Blue,Shutter Glasses,Holographic Jacket,,Cowboy Hat,Party Horn,,Santa Hat,Anger,Tiki,Beyond the Gates,Bob
Male,Black & White,Cat (Brown),,Flannel Jacket,Bowtie (Red),Halo,Lollipop,Bone,Bandaged,Mouth Open (Left),Heaven,Coffee and Carrots,Round
Male,Brown,Brown,Aviators,,VIP lanyard,Mohawk (Base),Mooncrust Pizza,,Steel Rings,Mouth Open (Middle),Tiki,NFT (Instrumental),Groove
Male,Sandy,Red (Dilated),,Pink Jacket,Bowtie (Red),Afro (Ginger),,Steel Ring,Steel Rings,Blank,Backalley,Hop On By,Subtle Nod
Male,Peppermint,Brown,Sunglasses,Red Balloon Singlet,Collar (Black),Beanie,,Diamond Stud,Steel Rings,Smile,Forest,Floating or Flying,Side To Side
Male,Camo,Red (Dilated),Shutter Glasses,Puffer Vest,,Crown,Cigarette,Bone,,Mouth Open (Right),Lambo,Latin Fiesta,Bob
Male,Cheetah,Green,Speed Glasses,Voxel Rabbit Singlet,,Pirate Hat,Cigarette,Steel Stud,Steel Rings,Mouth Open (Right),Thank You For Having Us,I Love FLUF,Round
Male,Kanagawa,Yellow,,Puffer Jacket,FLUF Logo Chain,,Pipe,,Gold Studs,Mouth Open (Right),Markets,Latin Fiesta,Side To Side
Female,Black & White,Purple Rings,,,Headphones,,Joint,Steel Ring,,Mouth Open (Right),Markets,Run Rabbit,Subtle Nod
Male,Raspberry Ripple,Blue,Shutter Glasses,,VIP lanyard,Bandana,Carrot,Bone,Steel Studs,Mouth Open (Right) + Wink,FLUF Haus Miami 2021,FLUF Ocean,Round
Male,Parrot,Green,Sunglasses,,Collar (Pink),,Cigarette,,Bandaged,Mouth Open (Right),Spaceship,Ear Wobbler,Groove
Male,Brown,Brown,Deal With It Glasses,Digital Camo Singlet,Gold Chain,Mullet (Orange),Cigarette,,Steel Rings,Mouth Open (Right),Tiki,Rabbiton,Subtle Nod
Male,Black & White,Thirties,,Flannel Jacket,,,,Gold Ring,Red Ribbon,Blank + Wink,Gallery,Follow You,Round
Male,Kanagawa,Scribble,,Puffer Jacket,,,,Diamond Stud,FLUF Tag,Blank,Dunes,Space Fluffle,Round
Male,Camo,Glowing White,Aviators,Kimono,,,,Bull Ring,,Blank,Tiki,Hop With Me,Round
Male,Brown,Reptile (Cream),,Black FLUF Singlet,Bowtie (Red),Conical Hat,Cigarette,Gold Stud,Steel Rings,Mouth Open (Right),Lambo,I Like to Party,Round
Female,Brown,Blue,3D Glasses,Boob Tube,Bowtie (Gold),,Lollipop,,,Mouth Open (Left),Thank You For Having Us,Disco Rabbit,Groove
Male,Brown,Blast,,White Singlet,Bowtie (Red),Conical Hat,,Bull Ring,Bit Ear,Blank,Lambo,Reggae Rabbits,Round
Female,Cow,Brown,Designer Glasses,,Collar (Black),,Carrot,,Steel Rings,Mouth Open (Right) + Wink,Pass,Reggae Rabbits,Round
Male,Black & White,Brown,,,Collar (Black),Mullet (Orange),Pipe,Bone,,Mouth Open (Right) + Wink,Gallery,I Like to Party,Bob
Female,Candy Floss,Brown,Bug Eye Glasses,Digital Camo Singlet,Lei,Beanie,,Gold Ring,Steel Rings,Grin,Beach,Rabbiton,Bob
Male,Grey,Thirties,Eye Patch,White Singlet,Bowtie (Red),Birthday Hat,,Diamond Stud,Gold Rings & Studs,Blank,Swamp,Dubhop,Bob
Male,Darkness,Demon,Aviators,Pink Jacket,FLUF Logo Chain,Mullet (Orange),Cigarette,Bull Ring,,Mouth Open (Right),Beach,Beyond the Gates,Big Nod
